Library_ID,code,condition,age,mice_id,experiment,Solexa,well,nas_ID,column,row,indexes
CM559,ID-SNI-626-11-O,4n,22.5 mo,AN16CUK000798,SNI-626,,11O,AS-397473-LR-46504,11,O,N726-S511
CM560,ID-SNI-626-11-P,4n,22.5 mo,AN16CUK000798,SNI-626,,11P,AS-397475-LR-46504,11,P,N727-S511
CM561,ID-SNI-626-12-A,2n,3 mo,16/036335,SNI-626,,12A,AS-397477-LR-46504,12,A,N728-S502
CM562,ID-SNI-626-12-B,2n,3 mo,16/036335,SNI-626,,12B,AS-397479-LR-46504,12,B,N729-S502
CM563,ID-SNI-626-12-C,2n,3 mo,16/036335,SNI-626,,12C,AS-397481-LR-46504,12,C,N728-S503
CM564,ID-SNI-626-12-D,2n,3 mo,16/036335,SNI-626,,12D,AS-397483-LR-46504,12,D,N729-S503
CM565,ID-SNI-626-12-E,4n,3 mo,16/036335,SNI-626,,12E,AS-397485-LR-46504,12,E,N728-S505
CM566,ID-SNI-626-12-F,4n,3 mo,16/036335,SNI-626,,12F,AS-397487-LR-46504,12,F,N729-S505
CM567,ID-SNI-626-12-G,4n,3 mo,16/036335,SNI-626,,12G,AS-397489-LR-46504,12,G,N728-S506
CM568,ID-SNI-626-12-H,4n,3 mo,16/036335,SNI-626,,12H,AS-397491-LR-46504,12,H,N729-S506
CM569,ID-SNI-626-12-I,2n,22.5 mo,AN16CUK000798,SNI-626,,12I,AS-397493-LR-46504,12,I,N728-S507
CM570,ID-SNI-626-12-J,2n,22.5 mo,AN16CUK000798,SNI-626,,12J,AS-397495-LR-46504,12,J,N729-S507
CM571,ID-SNI-626-12-K,2n,22.5 mo,AN16CUK000798,SNI-626,,12K,AS-397497-LR-46504,12,K,N728-S508
CM572,ID-SNI-626-12-L,2n,22.5 mo,AN16CUK000798,SNI-626,,12L,AS-397499-LR-46504,12,L,N729-S508
CM573,ID-SNI-626-12-M,4n,22.5 mo,AN16CUK000798,SNI-626,,12M,AS-397501-LR-46504,12,M,N728-S510
CM574,ID-SNI-626-12-N,4n,22.5 mo,AN16CUK000798,SNI-626,,12N,AS-397503-LR-46504,12,N,N729-S510
CM575,ID-SNI-626-12-O,4n,22.5 mo,AN16CUK000798,SNI-626,,12O,AS-397505-LR-46504,12,O,N728-S511
CM576,ID-SNI-626-12-P,4n,22.5 mo,AN16CUK000798,SNI-626,,12P,AS-397507-LR-46504,12,P,N729-S511
CM577,ID-SNI-626-13-A,2n,3 mo,16/036335,SNI-626,,13A,AS-397509-LR-46504,13,A,N701-S513
CM578,ID-SNI-626-13-B,2n,3 mo,16/036335,SNI-626,,13B,AS-397511-LR-46504,13,B,N702-S513
CM579,ID-SNI-626-13-C,2n,3 mo,16/036335,SNI-626,,13C,AS-397513-LR-46504,13,C,N701-S515
CM580,ID-SNI-626-13-D,2n,3 mo,16/036335,SNI-626,,13D,AS-397515-LR-46504,13,D,N702-S515
CM581,ID-SNI-626-13-E,4n,3 mo,16/036335,SNI-626,,13E,AS-397517-LR-46504,13,E,N701-S516
CM582,ID-SNI-626-13-F,4n,3 mo,16/036335,SNI-626,,13F,AS-397519-LR-46504,13,F,N702-S516
CM583,ID-SNI-626-13-G,4n,3 mo,16/036335,SNI-626,,13G,AS-397521-LR-46504,13,G,N701-S517
CM584,ID-SNI-626-13-H,4n,3 mo,16/036335,SNI-626,,13H,AS-397523-LR-46504,13,H,N702-S517
CM585,ID-SNI-626-13-I,2n,22.5 mo,AN16CUK000798,SNI-626,,13I,AS-397525-LR-46504,13,I,N701-S518
CM586,ID-SNI-626-13-J,2n,22.5 mo,AN16CUK000798,SNI-626,,13J,AS-397527-LR-46504,13,J,N702-S518
CM587,ID-SNI-626-13-K,2n,22.5 mo,AN16CUK000798,SNI-626,,13K,AS-397529-LR-46504,13,K,N701-S520
CM588,ID-SNI-626-13-L,2n,22.5 mo,AN16CUK000798,SNI-626,,13L,AS-397531-LR-46504,13,L,N702-S520
CM589,ID-SNI-626-13-M,4n,22.5 mo,AN16CUK000798,SNI-626,,13M,AS-397533-LR-46504,13,M,N701-S521
CM590,ID-SNI-626-13-N,4n,22.5 mo,AN16CUK000798,SNI-626,,13N,AS-397535-LR-46504,13,N,N702-S521
CM591,ID-SNI-626-13-O,4n,22.5 mo,AN16CUK000798,SNI-626,,13O,AS-397537-LR-46504,13,O,N701-S522
CM592,ID-SNI-626-13-P,4n,22.5 mo,AN16CUK000798,SNI-626,,13P,AS-397539-LR-46504,13,P,N702-S522
CM593,ID-SNI-626-14-A,2n,3 mo,16/036335,SNI-626,,14A,AS-397541-LR-46504,14,A,N703-S513
CM594,ID-SNI-626-14-B,2n,3 mo,16/036335,SNI-626,,14B,AS-397543-LR-46504,14,B,N704-S513
CM595,ID-SNI-626-14-C,2n,3 mo,16/036335,SNI-626,,14C,AS-397545-LR-46504,14,C,N703-S515
CM596,ID-SNI-626-14-D,2n,3 mo,16/036335,SNI-626,,14D,AS-397547-LR-46504,14,D,N704-S515
CM597,ID-SNI-626-14-E,4n,3 mo,16/036335,SNI-626,,14E,AS-397549-LR-46504,14,E,N703-S516
CM598,ID-SNI-626-14-F,4n,3 mo,16/036335,SNI-626,,14F,AS-397551-LR-46504,14,F,N704-S516
CM599,ID-SNI-626-14-G,4n,3 mo,16/036335,SNI-626,,14G,AS-397553-LR-46504,14,G,N703-S517
CM600,ID-SNI-626-14-H,4n,3 mo,16/036335,SNI-626,,14H,AS-397555-LR-46504,14,H,N704-S517
CM601,ID-SNI-626-14-I,2n,22.5 mo,AN16CUK000798,SNI-626,,14I,AS-397557-LR-46504,14,I,N703-S518
CM602,ID-SNI-626-14-J,2n,22.5 mo,AN16CUK000798,SNI-626,,14J,AS-397559-LR-46504,14,J,N704-S518
CM603,ID-SNI-626-14-K,2n,22.5 mo,AN16CUK000798,SNI-626,,14K,AS-397561-LR-46504,14,K,N703-S520
CM604,ID-SNI-626-14-L,2n,22.5 mo,AN16CUK000798,SNI-626,,14L,AS-397563-LR-46504,14,L,N704-S520
CM605,ID-SNI-626-14-M,4n,22.5 mo,AN16CUK000798,SNI-626,,14M,AS-397565-LR-46504,14,M,N703-S521
CM606,ID-SNI-626-14-N,4n,22.5 mo,AN16CUK000798,SNI-626,,14N,AS-397567-LR-46504,14,N,N704-S521
CM607,ID-SNI-626-14-O,4n,22.5 mo,AN16CUK000798,SNI-626,,14O,AS-397569-LR-46504,14,O,N703-S522
CM608,ID-SNI-626-14-P,4n,22.5 mo,AN16CUK000798,SNI-626,,15P,AS-397571-LR-46504,15,P,N704-S522
CM609,ID-SNI-626-15-A,2n,3 mo,16/036335,SNI-626,,15A,AS-397573-LR-46504,15,A,N705-S513
CM610,ID-SNI-626-15-B,2n,3 mo,16/036335,SNI-626,,15B,AS-397575-LR-46504,15,B,N706-S513
CM611,ID-SNI-626-15-C,2n,3 mo,16/036335,SNI-626,,15C,AS-397577-LR-46504,15,C,N705-S515
CM612,ID-SNI-626-15-D,2n,3 mo,16/036335,SNI-626,,15D,AS-397579-LR-46504,15,D,N706-S515
CM613,ID-SNI-626-15-E,4n,3 mo,16/036335,SNI-626,,15E,AS-397581-LR-46504,15,E,N705-S516
CM614,ID-SNI-626-15-F,4n,3 mo,16/036335,SNI-626,,15F,AS-397583-LR-46504,15,F,N706-S516
CM615,ID-SNI-626-15-G,4n,3 mo,16/036335,SNI-626,,15G,AS-397585-LR-46504,15,G,N705-S517
CM616,ID-SNI-626-15-H,4n,3 mo,16/036335,SNI-626,,15H,AS-397587-LR-46504,15,H,N706-S517
CM617,ID-SNI-626-15-I,2n,22.5 mo,AN16CUK000798,SNI-626,,15I,AS-397589-LR-46504,15,I,N705-S518
CM618,ID-SNI-626-15-J,2n,22.5 mo,AN16CUK000798,SNI-626,,15J,AS-397591-LR-46504,15,J,N706-S518
CM619,ID-SNI-626-15-K,2n,22.5 mo,AN16CUK000798,SNI-626,,15K,AS-397593-LR-46504,15,K,N705-S520
CM620,ID-SNI-626-15-L,2n,22.5 mo,AN16CUK000798,SNI-626,,15L,AS-397595-LR-46504,15,L,N706-S520
CM621,ID-SNI-626-15-M,4n,22.5 mo,AN16CUK000798,SNI-626,,15M,AS-397597-LR-46504,15,M,N705-S521
CM622,ID-SNI-626-15-N,4n,22.5 mo,AN16CUK000798,SNI-626,,15N,AS-397599-LR-46504,15,N,N706-S521
CM623,ID-SNI-626-15-O,4n,22.5 mo,AN16CUK000798,SNI-626,,15O,AS-397601-LR-46504,15,O,N705-S522
CM624,ID-SNI-626-15-P,4n,22.5 mo,AN16CUK000798,SNI-626,,15P,AS-397603-LR-46504,15,P,N706-S522
CM625,ID-SNI-626-16-A,2n,3 mo,16/036335,SNI-626,,16A,AS-397605-LR-46504,16,A,N707-S513
CM626,ID-SNI-626-16-B,2n,3 mo,16/036335,SNI-626,,16B,AS-397607-LR-46504,16,B,N710-S513
CM627,ID-SNI-626-16-C,2n,3 mo,16/036335,SNI-626,,16C,AS-397609-LR-46504,16,C,N707-S515
CM628,ID-SNI-626-16-D,2n,3 mo,16/036335,SNI-626,,16D,AS-397611-LR-46504,16,D,N710-S515
CM629,ID-SNI-626-16-E,4n,3 mo,16/036335,SNI-626,,16E,AS-397613-LR-46504,16,E,N707-S516
CM630,ID-SNI-626-16-F,4n,3 mo,16/036335,SNI-626,,16F,AS-397615-LR-46504,16,F,N710-S516
CM631,ID-SNI-626-16-G,4n,3 mo,16/036335,SNI-626,,16G,AS-397617-LR-46504,16,G,N707-S517
CM632,ID-SNI-626-16-H,4n,3 mo,16/036335,SNI-626,,16H,AS-397619-LR-46504,16,H,N710-S517
CM633,ID-SNI-626-16-I,2n,22.5 mo,AN16CUK000798,SNI-626,,16I,AS-397621-LR-46504,16,I,N707-S518
CM634,ID-SNI-626-16-J,2n,22.5 mo,AN16CUK000798,SNI-626,,16J,AS-397623-LR-46504,16,J,N710-S518
CM635,ID-SNI-626-16-K,2n,22.5 mo,AN16CUK000798,SNI-626,,16K,AS-397625-LR-46504,16,K,N707-S520
CM636,ID-SNI-626-16-L,2n,22.5 mo,AN16CUK000798,SNI-626,,16L,AS-397627-LR-46504,16,L,N710-S520
CM637,ID-SNI-626-16-M,4n,22.5 mo,AN16CUK000798,SNI-626,,16M,AS-397629-LR-46504,16,M,N707-S521
CM638,ID-SNI-626-16-N,4n,22.5 mo,AN16CUK000798,SNI-626,,16N,AS-397631-LR-46504,16,N,N710-S521
CM639,ID-SNI-626-16-O,4n,22.5 mo,AN16CUK000798,SNI-626,,16O,AS-397633-LR-46504,16,O,N707-S522
CM640,ID-SNI-626-16-P,4n,22.5 mo,AN16CUK000798,SNI-626,,16P,AS-397635-LR-46504,16,P,N710-S522
CM641,ID-SNI-626-17-A,2n,3 mo,16/036335,SNI-626,,17A,AS-397637-LR-46504,17,A,N711-S513
CM642,ID-SNI-626-17-B,2n,3 mo,16/036335,SNI-626,,17B,AS-397639-LR-46504,17,B,N712-S513
CM643,ID-SNI-626-17-C,2n,3 mo,16/036335,SNI-626,,17C,AS-397641-LR-46504,17,C,N711-S515
CM644,ID-SNI-626-17-D,2n,3 mo,16/036335,SNI-626,,17D,AS-397643-LR-46504,17,D,N712-S515
CM645,ID-SNI-626-17-E,4n,3 mo,16/036335,SNI-626,,17E,AS-397645-LR-46504,17,E,N711-S516
CM646,ID-SNI-626-17-F,4n,3 mo,16/036335,SNI-626,,17F,AS-397647-LR-46504,17,F,N712-S516
CM647,ID-SNI-626-17-G,4n,3 mo,16/036335,SNI-626,,17G,AS-397649-LR-46504,17,G,N711-S517
CM648,ID-SNI-626-17-H,4n,3 mo,16/036335,SNI-626,,17H,AS-397651-LR-46504,17,H,N712-S517
CM649,ID-SNI-626-17-I,2n,22.5 mo,AN16CUK000798,SNI-626,,17I,AS-397653-LR-46504,17,I,N711-S518
CM650,ID-SNI-626-17-J,2n,22.5 mo,AN16CUK000798,SNI-626,,17J,AS-397655-LR-46504,17,J,N712-S518
CM651,ID-SNI-626-17-K,2n,22.5 mo,AN16CUK000798,SNI-626,,17K,AS-397657-LR-46504,17,K,N711-S520
CM652,ID-SNI-626-17-L,2n,22.5 mo,AN16CUK000798,SNI-626,,17L,AS-397659-LR-46504,17,L,N712-S520
CM653,ID-SNI-626-17-M,4n,22.5 mo,AN16CUK000798,SNI-626,,17M,AS-397661-LR-46504,17,M,N711-S521
CM654,ID-SNI-626-17-N,4n,22.5 mo,AN16CUK000798,SNI-626,,17N,AS-397663-LR-46504,17,N,N712-S521
CM655,ID-SNI-626-17-O,4n,22.5 mo,AN16CUK000798,SNI-626,,17O,AS-397665-LR-46504,17,O,N711-S522
CM656,ID-SNI-626-17-P,4n,22.5 mo,AN16CUK000798,SNI-626,,17P,AS-397667-LR-46504,17,P,N712-S522
CM657,ID-SNI-626-18-A,2n,3 mo,16/036335,SNI-626,,18A,AS-397669-LR-46504,18,A,N714-S513
CM658,ID-SNI-626-18-B,2n,3 mo,16/036335,SNI-626,,18B,AS-397671-LR-46504,18,B,N715-S513
CM659,ID-SNI-626-18-C,2n,3 mo,16/036335,SNI-626,,18C,AS-397673-LR-46504,18,C,N714-S515
CM660,ID-SNI-626-18-D,2n,3 mo,16/036335,SNI-626,,18D,AS-397675-LR-46504,18,D,N715-S515
CM661,ID-SNI-626-18-E,4n,3 mo,16/036335,SNI-626,,18E,AS-397677-LR-46504,18,E,N714-S516
CM662,ID-SNI-626-18-F,4n,3 mo,16/036335,SNI-626,,18F,AS-397679-LR-46504,18,F,N715-S516
CM663,ID-SNI-626-18-G,4n,3 mo,16/036335,SNI-626,,18G,AS-397681-LR-46504,18,G,N714-S517
CM664,ID-SNI-626-18-H,4n,3 mo,16/036335,SNI-626,,18H,AS-397683-LR-46504,18,H,N715-S517
CM665,ID-SNI-626-18-I,2n,22.5 mo,AN16CUK000798,SNI-626,,18I,AS-397685-LR-46504,18,I,N714-S518
CM666,ID-SNI-626-18-J,2n,22.5 mo,AN16CUK000798,SNI-626,,18J,AS-397687-LR-46504,18,J,N715-S518
CM667,ID-SNI-626-18-K,2n,22.5 mo,AN16CUK000798,SNI-626,,18K,AS-397689-LR-46504,18,K,N714-S520
CM668,ID-SNI-626-18-L,2n,22.5 mo,AN16CUK000798,SNI-626,,18L,AS-397691-LR-46504,18,L,N715-S520
CM669,ID-SNI-626-18-M,4n,22.5 mo,AN16CUK000798,SNI-626,,18M,AS-397693-LR-46504,18,M,N714-S521
CM670,ID-SNI-626-18-N,4n,22.5 mo,AN16CUK000798,SNI-626,,18N,AS-397695-LR-46504,18,N,N715-S521
CM671,ID-SNI-626-18-O,4n,22.5 mo,AN16CUK000798,SNI-626,,18O,AS-397697-LR-46504,18,O,N714-S522
CM672,ID-SNI-626-18-P,4n,22.5 mo,AN16CUK000798,SNI-626,,18P,AS-397699-LR-46504,18,P,N715-S522
CM673,ID-SNI-626-19-A,2n,3 mo,16/036335,SNI-626,,19A,AS-397701-LR-46504,19,A,N716-S513
CM674,ID-SNI-626-19-B,2n,3 mo,16/036335,SNI-626,,19B,AS-397703-LR-46504,19,B,N718-S513
CM675,ID-SNI-626-19-C,2n,3 mo,16/036335,SNI-626,,19C,AS-397705-LR-46504,19,C,N716-S515
CM676,ID-SNI-626-19-D,2n,3 mo,16/036335,SNI-626,,19D,AS-397707-LR-46504,19,D,N718-S515
CM677,ID-SNI-626-19-E,4n,3 mo,16/036335,SNI-626,,19E,AS-397709-LR-46504,19,E,N716-S516
CM678,ID-SNI-626-19-F,4n,3 mo,16/036335,SNI-626,,19F,AS-397711-LR-46504,19,F,N718-S516
CM679,ID-SNI-626-19-G,4n,3 mo,16/036335,SNI-626,,19G,AS-397713-LR-46504,19,G,N716-S517
CM680,ID-SNI-626-19-H,4n,3 mo,16/036335,SNI-626,,19H,AS-397715-LR-46504,19,H,N718-S517
CM681,ID-SNI-626-19-I,2n,22.5 mo,AN16CUK000798,SNI-626,,19I,AS-397717-LR-46504,19,I,N716-S518
CM682,ID-SNI-626-19-J,2n,22.5 mo,AN16CUK000798,SNI-626,,19J,AS-397719-LR-46504,19,J,N718-S518
CM683,ID-SNI-626-19-K,2n,22.5 mo,AN16CUK000798,SNI-626,,19K,AS-397721-LR-46504,19,K,N716-S520
CM684,ID-SNI-626-19-L,2n,22.5 mo,AN16CUK000798,SNI-626,,19L,AS-397723-LR-46504,19,L,N718-S520
CM685,ID-SNI-626-19-M,4n,22.5 mo,AN16CUK000798,SNI-626,,19M,AS-397725-LR-46504,19,M,N716-S521
CM686,ID-SNI-626-19-N,4n,22.5 mo,AN16CUK000798,SNI-626,,19N,AS-397727-LR-46504,19,N,N718-S521
CM687,ID-SNI-626-19-O,4n,22.5 mo,AN16CUK000798,SNI-626,,19O,AS-397729-LR-46504,19,O,N716-S522
CM688,ID-SNI-626-19-P,4n,22.5 mo,AN16CUK000798,SNI-626,,19P,AS-397731-LR-46504,19,P,N718-S522
CM689,ID-SNI-626-20-A,2n,3 mo,16/036335,SNI-626,,20A,AS-397733-LR-46504,20,A,N719-S513
CM690,ID-SNI-626-20-B,2n,3 mo,16/036335,SNI-626,,20B,AS-397735-LR-46504,20,B,N720-S513
CM691,ID-SNI-626-20-C,2n,3 mo,16/036335,SNI-626,,20C,AS-397737-LR-46504,20,C,N719-S515
CM692,ID-SNI-626-20-D,2n,3 mo,16/036335,SNI-626,,20D,AS-397739-LR-46504,20,D,N720-S515
CM693,ID-SNI-626-20-E,4n,3 mo,16/036335,SNI-626,,20E,AS-397741-LR-46504,20,E,N719-S516
CM694,ID-SNI-626-20-F,4n,3 mo,16/036335,SNI-626,,20F,AS-397743-LR-46504,20,F,N720-S516
CM695,ID-SNI-626-20-G,4n,3 mo,16/036335,SNI-626,,20G,AS-397745-LR-46504,20,G,N719-S517
CM696,ID-SNI-626-20-H,4n,3 mo,16/036335,SNI-626,,20H,AS-397747-LR-46504,20,H,N720-S517
CM697,ID-SNI-626-20-I,2n,22.5 mo,AN16CUK000798,SNI-626,,20I,AS-397749-LR-46504,20,I,N719-S518
CM698,ID-SNI-626-20-J,2n,22.5 mo,AN16CUK000798,SNI-626,,20J,AS-397751-LR-46504,20,J,N720-S518
CM699,ID-SNI-626-20-K,2n,22.5 mo,AN16CUK000798,SNI-626,,20K,AS-397753-LR-46504,20,K,N719-S520
CM700,ID-SNI-626-820-L,2n,22.5 mo,AN16CUK000798,SNI-626,,20L,AS-397755-LR-46504,20,L,N720-S520
CM701,ID-SNI-626-20-M,4n,22.5 mo,AN16CUK000798,SNI-626,,20M,AS-397757-LR-46504,20,M,N719-S521
CM702,ID-SNI-626-20-N,4n,22.5 mo,AN16CUK000798,SNI-626,,20N,AS-397759-LR-46504,20,N,N720-S521
CM703,ID-SNI-626-20-O,4n,22.5 mo,AN16CUK000798,SNI-626,,20O,AS-397761-LR-46504,20,O,N719-S522
CM704,ID-SNI-626-20-P,4n,22.5 mo,AN16CUK000798,SNI-626,,20P,AS-397763-LR-46504,20,P,N720-S522
CM705,ID-SNI-626-21-A,2n,3 mo,16/036335,SNI-626,,21A,AS-397765-LR-46504,21,A,N721-S513
CM706,ID-SNI-626-21-B,2n,3 mo,16/036335,SNI-626,,21B,AS-397767-LR-46504,21,B,N722-S513
CM707,ID-SNI-626-21-C,2n,3 mo,16/036335,SNI-626,,21C,AS-397769-LR-46504,21,C,N721-S515
CM708,ID-SNI-626-21-D,2n,3 mo,16/036335,SNI-626,,21D,AS-397771-LR-46504,21,D,N722-S515
CM709,ID-SNI-626-21-E,4n,3 mo,16/036335,SNI-626,,21E,AS-397773-LR-46504,21,E,N721-S516
CM710,ID-SNI-626-21-F,4n,3 mo,16/036335,SNI-626,,21F,AS-397775-LR-46504,21,F,N722-S516
CM711,ID-SNI-626-21-G,4n,3 mo,16/036335,SNI-626,,21G,AS-397777-LR-46504,21,G,N721-S517
CM712,ID-SNI-626-21-H,4n,3 mo,16/036335,SNI-626,,21H,AS-397779-LR-46504,21,H,N722-S517
CM713,ID-SNI-626-21-I,2n,22.5 mo,AN16CUK000798,SNI-626,,21I,AS-397781-LR-46504,21,I,N721-S518
CM714,ID-SNI-626-21-J,2n,22.5 mo,AN16CUK000798,SNI-626,,21J,AS-397783-LR-46504,21,J,N722-S518
CM715,ID-SNI-626-21-K,2n,22.5 mo,AN16CUK000798,SNI-626,,21K,AS-397785-LR-46504,21,K,N721-S520
CM716,ID-SNI-626-21-L,2n,22.5 mo,AN16CUK000798,SNI-626,,21L,AS-397787-LR-46504,21,L,N722-S520
CM717,ID-SNI-626-21-M,4n,22.5 mo,AN16CUK000798,SNI-626,,21M,AS-397789-LR-46504,21,M,N721-S521
CM718,ID-SNI-626-21-N,4n,22.5 mo,AN16CUK000798,SNI-626,,21N,AS-397791-LR-46504,21,N,N722-S521
CM719,ID-SNI-626-21-O,4n,22.5 mo,AN16CUK000798,SNI-626,,21O,AS-397793-LR-46504,21,O,N721-S522
CM720,ID-SNI-626-21-P,4n,22.5 mo,AN16CUK000798,SNI-626,,21P,AS-397795-LR-46504,21,P,N722-S522
CM721,ID-SNI-626-22-A,2n,3 mo,16/036335,SNI-626,,22A,AS-397797-LR-46504,22,A,N723-S513
CM722,ID-SNI-626-22-B,2n,3 mo,16/036335,SNI-626,,22B,AS-397799-LR-46504,22,B,N724-S513
CM723,ID-SNI-626-22-C,2n,3 mo,16/036335,SNI-626,,22C,AS-397801-LR-46504,22,C,N723-S515
CM724,ID-SNI-626-22-D,2n,3 mo,16/036335,SNI-626,,22D,AS-397803-LR-46504,22,D,N724-S515
CM725,ID-SNI-626-22-E,4n,3 mo,16/036335,SNI-626,,22E,AS-397805-LR-46504,22,E,N723-S516
CM726,ID-SNI-626-22-F,4n,3 mo,16/036335,SNI-626,,22F,AS-397807-LR-46504,22,F,N724-S516
CM727,ID-SNI-626-22-G,4n,3 mo,16/036335,SNI-626,,22G,AS-397809-LR-46504,22,G,N723-S517
CM728,ID-SNI-626-22-H,4n,3 mo,16/036335,SNI-626,,22H,AS-397811-LR-46504,22,H,N724-S517
CM729,ID-SNI-626-22-I,2n,22.5 mo,AN16CUK000798,SNI-626,,22I,AS-397813-LR-46504,22,I,N723-S518
CM730,ID-SNI-626-22-J,2n,22.5 mo,AN16CUK000798,SNI-626,,22J,AS-397815-LR-46504,22,J,N724-S518
CM731,ID-SNI-626-22-K,2n,22.5 mo,AN16CUK000798,SNI-626,,22K,AS-397817-LR-46504,22,K,N723-S520
CM732,ID-SNI-626-22-L,2n,22.5 mo,AN16CUK000798,SNI-626,,22L,AS-397819-LR-46504,22,L,N724-S520
CM733,ID-SNI-626-22-M,4n,22.5 mo,AN16CUK000798,SNI-626,,22M,AS-397821-LR-46504,22,M,N723-S521
CM734,ID-SNI-626-22-N,4n,22.5 mo,AN16CUK000798,SNI-626,,22N,AS-397823-LR-46504,22,N,N724-S521
CM735,ID-SNI-626-22-O,4n,22.5 mo,AN16CUK000798,SNI-626,,22O,AS-397825-LR-46504,22,O,N723-S522
CM736,ID-SNI-626-22-P,4n,22.5 mo,AN16CUK000798,SNI-626,,22P,AS-397827-LR-46504,22,P,N724-S522
CM737,ID-SNI-626-23-A,2n,3 mo,16/036335,SNI-626,,23A,AS-397829-LR-46504,23,A,N726-S513
CM738,ID-SNI-626-23-B,2n,3 mo,16/036335,SNI-626,,23B,AS-397831-LR-46504,23,B,N727-S513
CM739,ID-SNI-626-23-C,2n,3 mo,16/036335,SNI-626,,23C,AS-397833-LR-46504,23,C,N726-S515
CM740,ID-SNI-626-23-D,2n,3 mo,16/036335,SNI-626,,23D,AS-397835-LR-46504,23,D,N727-S515
CM741,ID-SNI-626-23-E,4n,3 mo,16/036335,SNI-626,,23E,AS-397837-LR-46504,23,E,N726-S516
CM742,ID-SNI-626-23-F,4n,3 mo,16/036335,SNI-626,,23F,AS-397839-LR-46504,23,F,N727-S516
CM743,ID-SNI-626-23-G,4n,3 mo,16/036335,SNI-626,,23G,AS-397841-LR-46504,23,G,N726-S517
CM744,ID-SNI-626-23-H,4n,3 mo,16/036335,SNI-626,,23H,AS-397843-LR-46504,23,H,N727-S517
CM745,ID-SNI-626-23-I,2n,22.5 mo,AN16CUK000798,SNI-626,,23I,AS-397845-LR-46504,23,I,N726-S518
CM746,ID-SNI-626-23-J,2n,22.5 mo,AN16CUK000798,SNI-626,,23J,AS-397847-LR-46504,23,J,N727-S518
CM747,ID-SNI-626-23-K,2n,22.5 mo,AN16CUK000798,SNI-626,,23K,AS-397849-LR-46504,23,K,N726-S520
CM748,ID-SNI-626-23-L,2n,22.5 mo,AN16CUK000798,SNI-626,,23L,AS-397851-LR-46504,23,L,N727-S520
CM749,ID-SNI-626-23-M,4n,22.5 mo,AN16CUK000798,SNI-626,,23M,AS-397853-LR-46504,23,M,N726-S521
CM750,ID-SNI-626-23-N,4n,22.5 mo,AN16CUK000798,SNI-626,,23N,AS-397855-LR-46504,23,N,N727-S521
CM751,ID-SNI-626-23-O,4n,22.5 mo,AN16CUK000798,SNI-626,,23O,AS-397857-LR-46504,23,O,N726-S522
CM752,ID-SNI-626-23-P,4n,22.5 mo,AN16CUK000798,SNI-626,,23P,AS-397859-LR-46504,23,P,N727-S522
CM753,ID-SNI-626-24-A,2n,3 mo,16/036335,SNI-626,,24A,AS-397861-LR-46504,24,A,N728-S513
CM754,ID-SNI-626-24-B,2n,3 mo,16/036335,SNI-626,,24B,AS-397863-LR-46504,24,B,N729-S513
CM755,ID-SNI-626-24-C,2n,3 mo,16/036335,SNI-626,,24C,AS-397865-LR-46504,24,C,N728-S515
CM756,ID-SNI-626-24-D,2n,3 mo,16/036335,SNI-626,,24D,AS-397867-LR-46504,24,D,N729-S515
CM757,ID-SNI-626-24-E,4n,3 mo,16/036335,SNI-626,,24E,AS-397869-LR-46504,24,E,N728-S516
CM758,ID-SNI-626-24-F,4n,3 mo,16/036335,SNI-626,,24F,AS-397871-LR-46504,24,F,N729-S516
CM759,ID-SNI-626-24-G,4n,3 mo,16/036335,SNI-626,,24G,AS-397873-LR-46504,24,G,N728-S517
CM760,ID-SNI-626-24-H,4n,3 mo,16/036335,SNI-626,,24H,AS-397875-LR-46504,24,H,N729-S517
CM761,ID-SNI-626-24-I,2n,22.5 mo,AN16CUK000798,SNI-626,,24I,AS-397877-LR-46504,24,I,N728-S518
CM762,ID-SNI-626-24-J,2n,22.5 mo,AN16CUK000798,SNI-626,,24J,AS-397879-LR-46504,24,J,N729-S518
CM763,ID-SNI-626-24-K,2n,22.5 mo,AN16CUK000798,SNI-626,,24K,AS-397881-LR-46504,24,K,N728-S520
CM764,ID-SNI-626-24-L,2n,22.5 mo,AN16CUK000798,SNI-626,,24L,AS-397883-LR-46504,24,L,N729-S520
CM765,ID-SNI-626-24-M,4n,22.5 mo,AN16CUK000798,SNI-626,,24M,AS-397885-LR-46504,24,M,N728-S521
CM766,ID-SNI-626-24-N,4n,22.5 mo,AN16CUK000798,SNI-626,,24N,AS-397887-LR-46504,24,N,N729-S521
CM767,ID-SNI-626-24-O,4n,22.5 mo,AN16CUK000798,SNI-626,,24O,AS-397889-LR-46504,24,O,N728-S522
CM768,ID-SNI-626-24-P,4n,22.5 mo,AN16CUK000798,SNI-626,,24P,AS-397891-LR-46504,24,P,N729-S522
